date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:45:06	375359/375359	---M--	200	added ('OK')	image/jpeg	etag:CKWiisuIlYYDEAE=	https://images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1715961995627-ODRJ8JNWAX82UTMMSDLM/image-asset.jpeg	C:/My%20Web%20Sites/Sea%20Serenity%20Society/images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1715961995627-ODRJ8JNWAX82UTMMSDLM/image-asset.jpg	(from https://sea-serenity-society.squarespace.com/contact)
17:45:07	26449/26449	---M--	200	added ('OK')	application/rss+xml	etag:W/%22ab37b921841071a0a823ca7899639c36%22	https://sea-serenity-society.squarespace.com/blog?format=rss	C:/My%20Web%20Sites/Sea%20Serenity%20Society/sea-serenity-society.squarespace.com/bloga409	(from https://sea-serenity-society.squarespace.com/blog)
17:45:08	84811/84811	---MCZ	200	added ('OK')	text/html	etag:W/%22f469d322f9c019ce3d125ef1ac712662--gzip%22	https://sea-serenity-society.squarespace.com/blog/red-tide-how-it-affects-you	C:/My%20Web%20Sites/Sea%20Serenity%20Society/sea-serenity-society.squarespace.com/blog/red-tide-how-it-affects-you.html	(from https://sea-serenity-society.squarespace.com/blog)
17:45:08	985462/985462	---M--	200	added ('OK')	image/jpeg	etag:CLqAq/GXr4YDEAE=	https://images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1716859456497-CEH08K2BXZ3BYK9AQTIJ/image-asset.jpeg	C:/My%20Web%20Sites/Sea%20Serenity%20Society/images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1716859456497-CEH08K2BXZ3BYK9AQTIJ/image-asset.jpg	(from https://sea-serenity-society.squarespace.com/blog)
17:45:09	87887/87887	---MCZ	200	added ('OK')	text/html	etag:W/%2291b6f3231e1747dc0d17e7006841a5ed--gzip%22	https://sea-serenity-society.squarespace.com/blog/the-deep-connection-how-ocean-health-impacts-human-mental-health	C:/My%20Web%20Sites/Sea%20Serenity%20Society/sea-serenity-society.squarespace.com/blog/the-deep-connection-how-ocean-health-impacts-human-mental-health.html	(from https://sea-serenity-society.squarespace.com/blog)
17:45:09	289762/289762	---M--	200	added ('OK')	image/jpeg	etag:CKb65ZyXr4YDEAE=	https://images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1716859280052-SY1ERCS4KYDYIU29VL06/image-asset.jpg	C:/My%20Web%20Sites/Sea%20Serenity%20Society/images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1716859280052-SY1ERCS4KYDYIU29VL06/image-asset.jpg	(from https://sea-serenity-society.squarespace.com/blog)
17:45:10	85068/85068	---MCZ	200	added ('OK')	text/html	etag:W/%226baac86d81880f5546d02e2d4fe215e5--gzip%22	https://sea-serenity-society.squarespace.com/blog/ocean-health-amp-human-health-how-are-they-related	C:/My%20Web%20Sites/Sea%20Serenity%20Society/sea-serenity-society.squarespace.com/blog/ocean-health-amp-human-health-how-are-they-related.html	(from https://sea-serenity-society.squarespace.com/blog)
17:45:10	517356/517356	---M--	200	added ('OK')	image/jpeg	etag:CJ6n/PGTr4YDEAE=	https://images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1716858383925-K9YPYVS1J0UDP1VPFK0G/image-asset.jpeg	C:/My%20Web%20Sites/Sea%20Serenity%20Society/images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1716858383925-K9YPYVS1J0UDP1VPFK0G/image-asset.jpg	(from https://sea-serenity-society.squarespace.com/blog)
17:45:10	84786/84786	---M-Z	200	added ('OK')	text/html	etag:W/%229abcf2694fb2f06a696419d91f83c4ff--gzip%22	https://sea-serenity-society.squarespace.com/blog/marvelous-microbiomes	C:/My%20Web%20Sites/Sea%20Serenity%20Society/sea-serenity-society.squarespace.com/blog/marvelous-microbiomes.html	(from https://sea-serenity-society.squarespace.com/blog)
17:45:11	529436/529436	---M--	200	added ('OK')	image/jpeg	etag:CLLRq8HlrIYDEAE=	https://images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1716777215289-N9JTRUDW3LQ70M7SN2RH/image-asset.jpeg	C:/My%20Web%20Sites/Sea%20Serenity%20Society/images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1716777215289-N9JTRUDW3LQ70M7SN2RH/image-asset.jpg	(from https://sea-serenity-society.squarespace.com/blog)
17:45:11	85208/85208	---MCZ	200	added ('OK')	text/html	etag:W/%22890ea9873c99132bbc98aaf1caa32d8f--gzip%22	https://sea-serenity-society.squarespace.com/blog/microplastics-human-fertility-and-marine-life	C:/My%20Web%20Sites/Sea%20Serenity%20Society/sea-serenity-society.squarespace.com/blog/microplastics-human-fertility-and-marine-life.html	(from https://sea-serenity-society.squarespace.com/blog)
17:45:12	460373/460373	---M--	200	added ('OK')	image/jpeg	etag:CISrkp3erIYDEAE=	https://images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1716775260241-RI4BSRDZJQ84V50H36S4/image-asset.jpeg	C:/My%20Web%20Sites/Sea%20Serenity%20Society/images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1716775260241-RI4BSRDZJQ84V50H36S4/image-asset.jpg	(from https://sea-serenity-society.squarespace.com/blog)
17:45:12	858860/858860	---M--	200	added ('OK')	image/jpeg	etag:CNPBrOaFlYYDEAE=	https://images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1715961246402-MA92H482ZBLI1XIQJWY0/image-asset.jpeg	C:/My%20Web%20Sites/Sea%20Serenity%20Society/images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1715961246402-MA92H482ZBLI1XIQJWY0/image-asset.jpg	(from https://sea-serenity-society.squarespace.com/community)
17:45:13	977437/977437	---M--	200	added ('OK')	image/jpeg	etag:CM/x7/mXm4YDEAE=	https://images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1716172280256-C39U05AMSMOLIY3DRCOH/image-asset.jpeg	C:/My%20Web%20Sites/Sea%20Serenity%20Society/images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1716172280256-C39U05AMSMOLIY3DRCOH/image-asset.jpg	(from https://sea-serenity-society.squarespace.com/get-involved)
17:45:13	506692/506692	---M--	200	added ('OK')	image/jpeg	etag:CPSk4oXdsIYDEAE=	https://images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1716912376143-59NY2L48M8JARXTV9M22/image-asset.jpeg	C:/My%20Web%20Sites/Sea%20Serenity%20Society/images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1716912376143-59NY2L48M8JARXTV9M22/image-asset.jpg	(from https://sea-serenity-society.squarespace.com/get-involved)
17:45:13	697068/697068	---M--	200	added ('OK')	image/jpeg	etag:CIOjoqPhsIYDEAE=	https://images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1716913517501-H464M5KLQOAP6EFR1JGG/image-asset.jpeg	C:/My%20Web%20Sites/Sea%20Serenity%20Society/images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1716913517501-H464M5KLQOAP6EFR1JGG/image-asset.jpg	(from https://sea-serenity-society.squarespace.com/get-involved)
17:45:14	829922/829922	---M--	200	added ('OK')	image/jpeg	etag:CPDQieDhsIYDEAE=	https://images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1716913644288-AIQP154KKU2QX59VM3MR/image-asset.jpeg	C:/My%20Web%20Sites/Sea%20Serenity%20Society/images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1716913644288-AIQP154KKU2QX59VM3MR/image-asset.jpg	(from https://sea-serenity-society.squarespace.com/get-involved)
17:45:14	763334/763334	---M--	200	added ('OK')	image/jpeg	etag:CMu63+3ZsIYDEAE=	https://images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1716911525710-0FXF2HAZ8J0NFTDUNN2H/image-asset.jpeg	C:/My%20Web%20Sites/Sea%20Serenity%20Society/images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1716911525710-0FXF2HAZ8J0NFTDUNN2H/image-asset.jpg	(from https://sea-serenity-society.squarespace.com/get-involved)
17:45:14	506658/506658	---M--	200	added ('OK')	image/jpeg	etag:CI+53JXbsIYDEAE=	https://images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1716911877178-8SSKPM1BU4XAQ7Q0K3KF/image-asset.jpeg	C:/My%20Web%20Sites/Sea%20Serenity%20Society/images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1716911877178-8SSKPM1BU4XAQ7Q0K3KF/image-asset.jpg	(from https://sea-serenity-society.squarespace.com/get-involved)
17:45:16	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Thu,%2013%20Jun%202024%2021:45:18%20GMT	http://static1.squarespace.com/static/66477600af20a8583563ac7d/66477b888458f137de95d488/66552e9e5ddabe2bc4b504bf/1716860674947/image-asset.jpg?format=1500w	C:/My%20Web%20Sites/Sea%20Serenity%20Society/static1.squarespace.com/static/66477600af20a8583563ac7d/66477b888458f137de95d488/66552e9e5ddabe2bc4b504bf/1716860674947/image-asset.5226f7.delayed	(from https://sea-serenity-society.squarespace.com/blog/the-deep-connection-how-ocean-health-impacts-human-mental-health)
17:45:17	90195/90195	---MCZ	200	added ('OK')	text/html	etag:W/%2218aa18d3d52ac86bcee0d3102f32fb4e--gzip%22	https://sea-serenity-society.squarespace.com/blog?author=664775ff5a1b357b3880548d	C:/My%20Web%20Sites/Sea%20Serenity%20Society/sea-serenity-society.squarespace.com/blog699f.html	(from https://sea-serenity-society.squarespace.com/blog/red-tide-how-it-affects-you)
17:45:18	148801/148801	---M--	200	added ('OK')	image/jpeg	etag:CLfB5pyXr4YDEAE=	https://images.squarespace-cdn.com/content/66477600af20a8583563ac7d/1716859280052-SY1ERCS4KYDYIU29VL06/image-asset.jpg?format=1500w&content-type=image%2Fjpeg	C:/My%20Web%20Sites/Sea%20Serenity%20Society/images.squarespace-cdn.com/content/66477600af20a8583563ac7d/1716859280052-SY1ERCS4KYDYIU29VL06/image-asset43a3.jpg	(from https://sea-serenity-society.squarespace.com/blog/the-deep-connection-how-ocean-health-impacts-human-mental-health)
